review_order,question_id,job_id,concept_key,content_id,core_content_code,domain,topic_group,topic,title,source_label,batch_id,original_ordinal,is_paramedic_next_action_pilot,intended_pool_state
266,EMS2026-1-4-7-07,JOB-1-4-7-07,JOB-1-4-7-07,1.4.7,1.4.7,MEDICAL OVERSIGHT OF EMS,EMS SYSTEM MANAGEMENT,Navigation to Healthcare Resources,Choosing The MIH Model For Senior Housing,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,22,False,voting
267,EMS2026-1-1-1-4-07,JOB-1-1-1-4-07,JOB-1-1-1-4-07,1.1.1.4,1.1.1.4,MEDICAL OVERSIGHT OF EMS,MEDICAL OVERSIGHT,Medical director qualifications,Medical Director Role Boundary And Authority,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,23,False,voting
268,EMS2026-2-1-2-5-03,JOB-2-1-2-5-03,JOB-2-1-2-5-03,2.1.2.5,2.1.2.5,CLINICAL ASPECTS OF EMS MEDICINE,RESUSCITATION,Tracheostomy complications,Ventilating A Tracheostomy Patient From Above,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,24,False,voting
269,EMS2026-1-1-1-1-4-04,JOB-1-1-1-1-4-04,JOB-1-1-1-1-4-04,1.1.1.1.4,1.1.1.1.4,MEDICAL OVERSIGHT OF EMS,MEDICAL OVERSIGHT,Telemedicine,Telemedicine For A High-Risk Refusal,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,25,False,voting
270,EMS2026-2-4-7-2-02,JOB-2-4-7-2-02,JOB-2-4-7-2-02,2.4.7.2,2.4.7.2,CLINICAL ASPECTS OF EMS MEDICINE,SPECIAL CLINICAL CONSIDERATIONS,Procedure challenges,Bariatric Respiratory Positioning,paramedic_next_action_50,20260706_paramedic_next_action_50,45,True,voting
271,EMS2026-2-2-1-4-1-03,JOB-2-2-1-4-1-03,JOB-2-2-1-4-1-03,2.2.1.4.1,2.2.1.4.1,CLINICAL ASPECTS OF EMS MEDICINE,TRAUMA,Motor vehicle collisions,Motorcycle Mechanism At The Triage Margin,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,26,False,voting
272,EMS2026-2-1-2-2-5-04,JOB-2-1-2-2-5-04,JOB-2-1-2-2-5-04,2.1.2.2.5,2.1.2.2.5,CLINICAL ASPECTS OF EMS MEDICINE,RESUSCITATION,Drug assisted airway management,Sedation-Only Intubation Proposal,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,27,False,voting
273,EMS2026-1-2-1-07,JOB-1-2-1-07,JOB-1-2-1-07,1.2.1,1.2.1,MEDICAL OVERSIGHT OF EMS,EMS SYSTEMS,Public Safety Answering Points,All-Caller Interrogation Before Chief-Complaint Script,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,28,False,voting
274,EMS2026-3-1-4-3-05,JOB-3-1-4-3-05,JOB-3-1-4-3-05,3.1.4.3,3.1.4.3,QUALITY MANAGEMENT AND RESEARCH,QUALITY MANAGEMENT,Performance measures,Outcome Linkage Versus Event Metrics,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,29,False,voting
275,EMS2026-1-2-3-07,JOB-1-2-3-07,JOB-1-2-3-07,1.2.3,1.2.3,MEDICAL OVERSIGHT OF EMS,EMS SYSTEMS,Use of Lights and Siren,Lights-And-Siren Reassessment With Wake-Effect Risk,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,30,False,voting
276,EMS2026-2-4-8-1-03,JOB-2-4-8-1-03,JOB-2-4-8-1-03,2.4.8.1,2.4.8.1,CLINICAL ASPECTS OF EMS MEDICINE,SPECIAL CLINICAL CONSIDERATIONS,Hospice care,Hospice Dyspnea Goals Of Care,paramedic_next_action_50,20260706_paramedic_next_action_50,46,True,voting
277,EMS2026-2-1-1-3-04,JOB-2-1-1-3-04,JOB-2-1-1-3-04,2.1.1.3,2.1.1.3,CLINICAL ASPECTS OF EMS MEDICINE,RESUSCITATION,Post-resuscitation care,Post-ROSC Cold Saline Trap,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,31,False,voting
278,EMS2026-1-2-2-2-05,JOB-1-2-2-2-05,JOB-1-2-2-2-05,1.2.2.2,1.2.2.2,MEDICAL OVERSIGHT OF EMS,EMS SYSTEMS,"Prioritization of response (e.g., determining local needs based on local resources)","Same Dispatch Code, Different Local Response",uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,32,False,voting
279,EMS2026-1-1-2-4-1-05,JOB-1-1-2-4-1-05,JOB-1-1-2-4-1-05,1.1.2.4.1,1.1.2.4.1,MEDICAL OVERSIGHT OF EMS,MEDICAL OVERSIGHT,Informed consent and informed refusal,Meaningful Online Oversight For Refusal,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,33,False,voting
280,EMS2026-2-1-2-1-2-04,JOB-2-1-2-1-2-04,JOB-2-1-2-1-2-04,2.1.2.1.2,2.1.2.1.2,CLINICAL ASPECTS OF EMS MEDICINE,RESUSCITATION,Oropharyngeal and nasopharyngeal airways,Oxygen Saturation Is Not Ventilation,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,34,False,voting
281,EMS2026-2-1-2-2-2-04,JOB-2-1-2-2-2-04,JOB-2-1-2-2-2-04,2.1.2.2.2,2.1.2.2.2,CLINICAL ASPECTS OF EMS MEDICINE,RESUSCITATION,Airway management adjuncts,Airway Quality Measures Beyond Success,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,35,False,voting
282,EMS2026-2-4-9-2-02,JOB-2-4-9-2-02,JOB-2-4-9-2-02,2.4.9.2,2.4.9.2,CLINICAL ASPECTS OF EMS MEDICINE,SPECIAL CLINICAL CONSIDERATIONS,Family centered care,Caregiver Input For Home Ventilator Alarm,paramedic_next_action_50,20260706_paramedic_next_action_50,47,True,voting
283,EMS2026-1-2-2-1-05,JOB-1-2-2-1-05,JOB-1-2-2-1-05,1.2.2.1,1.2.2.1,MEDICAL OVERSIGHT OF EMS,EMS SYSTEMS,Pre-arrival instructions,Agonal Breathing As A Dispatch Failure Mode,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,36,False,voting
284,EMS2026-2-4-4-1-06,JOB-2-4-4-1-06,JOB-2-4-4-1-06,2.4.4.1,2.4.4.1,CLINICAL ASPECTS OF EMS MEDICINE,SPECIAL CLINICAL CONSIDERATIONS,Effect of altitude on patient management,Fixed-Wing Motion And Fracture Pain,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,37,False,voting
285,EMS2026-4-1-5-2-04,JOB-4-1-5-2-04,JOB-4-1-5-2-04,4.1.5.2,4.1.5.2,DISASTER MANAGEMENT AND SPECIAL OPERATIONS,DISASTER MANAGEMENT,Specialized teams,Title 32 Civil Support Team Command Status,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,38,False,voting
286,EMS2026-4-1-7-3-1-04,JOB-4-1-7-3-1-04,JOB-4-1-7-3-1-04,4.1.7.3.1,4.1.7.3.1,DISASTER MANAGEMENT AND SPECIAL OPERATIONS,DISASTER MANAGEMENT,Transport modes,Nontraditional Transport For Walking Wounded,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,39,False,voting
287,EMS2026-2-3-4-1-07,JOB-2-3-4-1-07,JOB-2-3-4-1-07,2.3.4.1,2.3.4.1,CLINICAL ASPECTS OF EMS MEDICINE,MEDICAL EMERGENCIES,Gastrointestinal hemorrhage,Antithrombotic Detail In Bleeding Handoff,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,40,False,voting
288,EMS2026-2-4-9-3-02,JOB-2-4-9-3-02,JOB-2-4-9-3-02,2.4.9.3,2.4.9.3,CLINICAL ASPECTS OF EMS MEDICINE,SPECIAL CLINICAL CONSIDERATIONS,Management of bystanders while caring for patient,Bystander History During Ongoing Care,paramedic_next_action_50,20260706_paramedic_next_action_50,48,True,voting
289,EMS2026-2-3-4-2-02,JOB-2-3-4-2-02,JOB-2-3-4-2-02,2.3.4.2,2.3.4.2,CLINICAL ASPECTS OF EMS MEDICINE,MEDICAL EMERGENCIES,Gastrointestinal tube displacement,Jejunal Feeding Port Implication,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,41,False,voting
290,EMS2026-2-1-1-1-04,JOB-2-1-1-1-04,JOB-2-1-1-1-04,2.1.1.1,2.1.1.1,CLINICAL ASPECTS OF EMS MEDICINE,RESUSCITATION,General management and field resuscitation,Compression Pauses On Defibrillator Review,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,42,False,voting
291,EMS2026-3-1-4-2-05,JOB-3-1-4-2-05,JOB-3-1-4-2-05,3.1.4.2,3.1.4.2,QUALITY MANAGEMENT AND RESEARCH,QUALITY MANAGEMENT,Information system design,ePCR Architecture And Workflow Burden,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,43,False,voting
292,EMS2026-2-1-2-3-04,JOB-2-1-2-3-04,JOB-2-1-2-3-04,2.1.2.3,2.1.2.3,CLINICAL ASPECTS OF EMS MEDICINE,RESUSCITATION,"Airway management in challenging conditions (e.g., low light, atypical position)",Low-Light Airway Failure As Readiness Failure,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,44,False,voting
293,EMS2026-4-1-5-1-04,JOB-4-1-5-1-04,JOB-4-1-5-1-04,4.1.5.1,4.1.5.1,DISASTER MANAGEMENT AND SPECIAL OPERATIONS,DISASTER MANAGEMENT,National Disaster Medical System (NDMS),NDMS Patient Movement Through A Federal Coordinating Center,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,45,False,voting
294,EMS2026-2-3-9-5-02,JOB-2-3-9-5-02,JOB-2-3-9-5-02,2.3.9.5,2.3.9.5,CLINICAL ASPECTS OF EMS MEDICINE,MEDICAL EMERGENCIES,Explosive/Blast,Blast Scene Secondary-Device Safety,paramedic_next_action_50,20260706_paramedic_next_action_50,49,True,voting
295,EMS2026-1-4-3-1-05,JOB-1-4-3-1-05,JOB-1-4-3-1-05,1.4.3.1,1.4.3.1,MEDICAL OVERSIGHT OF EMS,EMS SYSTEM MANAGEMENT,Working with government and public health agencies,BLS Oversight When State Authority Is Silent,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,46,False,voting
296,EMS2026-4-1-6-5-04,JOB-4-1-6-5-04,JOB-4-1-6-5-04,4.1.6.5,4.1.6.5,DISASTER MANAGEMENT AND SPECIAL OPERATIONS,DISASTER MANAGEMENT,Alternate care facilities,Alternate Care Facility Authority And Credentialing,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,47,False,voting
297,EMS2026-4-1-5-4-04,JOB-4-1-5-4-04,JOB-4-1-5-4-04,4.1.5.4,4.1.5.4,DISASTER MANAGEMENT AND SPECIAL OPERATIONS,DISASTER MANAGEMENT,Medical Reserve Corps,MRC Integration Versus Walk-In Volunteers,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,48,False,voting
298,EMS2026-2-1-1-5-04,JOB-2-1-1-5-04,JOB-2-1-1-5-04,2.1.1.5,2.1.1.5,CLINICAL ASPECTS OF EMS MEDICINE,RESUSCITATION,Mechanical CPR and real-time feedback devices,Mechanical CPR At A Staffed Arrest,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,49,False,voting
299,EMS2026-2-1-2-2-7-04,JOB-2-1-2-2-7-04,JOB-2-1-2-2-7-04,2.1.2.2.7,2.1.2.2.7,CLINICAL ASPECTS OF EMS MEDICINE,RESUSCITATION,Nasal intubation,Maintaining Nasotracheal Intubation In Scope,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,50,False,voting
300,EMS2026-2-3-11-3-4-02,JOB-2-3-11-3-4-02,JOB-2-3-11-3-4-02,2.3.11.3.4,2.3.11.3.4,CLINICAL ASPECTS OF EMS MEDICINE,MEDICAL EMERGENCIES,MPox,Suspected MPox Source Control,paramedic_next_action_50,20260706_paramedic_next_action_50,50,True,voting
